task_id,flow_id,task_type,dataset_id,predictive_accuracy,setup_string,flow_class
12,61,Supervised Classification,12,0.8765,weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0,trees
21,66,Supervised Classification,21,0.934606,"weka.classifiers.lazy.IBk -- -K 1 -W 0 -A ""weka.core.neighboursearch.LinearNNSearch -A \""weka.core.EuclideanDistance -R first-last\""""",Lazy
27,76,Supervised Classification,27,0.853261,weka.classifiers.meta.Bagging -- -P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0,meta
58,76,Supervised Classification,60,0.8198,weka.classifiers.meta.Bagging -- -P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0,meta
22,63,Supervised Classification,22,0.7345,weka.classifiers.trees.HoeffdingTree -- -L 2 -S 1 -E 1.0E-7 -H 0.05 -M 0.01 -G 200.0 -N 0.0,trees
26,56,Supervised Classification,26,0.333333,weka.classifiers.rules.ZeroR,rules
7,70,Supervised Classification,7,0.79646,"weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ""weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 1.0""",functions
20,57,Supervised Classification,20,0.232,weka.classifiers.rules.OneR -- -B 6,rules
13,75,Supervised Classification,13,0.702797,weka.classifiers.meta.AdaBoostM1 -- -P 100 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump,meta
71,72,Learning Curve,12,0.9588,"weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ""weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 0.01""",functions
68,70,Learning Curve,9,0.709268293,"weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ""weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 1.0""",functions
90,56,Learning Curve,31,0.7,weka.classifiers.rules.ZeroR,rules
20,72,Supervised Classification,20,0.979,"weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ""weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 0.01""",functions
47,74,Supervised Classification,48,0.529801,weka.classifiers.functions.Logistic -- -R 1.0E-8 -M -1,functions
11,76,Supervised Classification,11,0.8464,weka.classifiers.meta.Bagging -- -P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0,meta
21,56,Supervised Classification,21,0.700231,weka.classifiers.rules.ZeroR,rules
28,57,Supervised Classification,28,0.265836,weka.classifiers.rules.OneR -- -B 6,rules
9,76,Supervised Classification,9,0.609756,weka.classifiers.meta.Bagging -- -P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0,meta
22,75,Supervised Classification,22,0.196,weka.classifiers.meta.AdaBoostM1 -- -P 100 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump,meta
27,56,Supervised Classification,27,0.630435,weka.classifiers.rules.ZeroR,rules
36,76,Supervised Classification,36,0.967965,weka.classifiers.meta.Bagging -- -P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0,meta
34,62,Supervised Classification,34,0.7,weka.classifiers.trees.DecisionStump,trees
32,66,Supervised Classification,32,0.993905,"weka.classifiers.lazy.IBk -- -K 1 -W 0 -A ""weka.core.neighboursearch.LinearNNSearch -A \""weka.core.EuclideanDistance -R first-last\""""",Lazy
53,59,Supervised Classification,54,0.692671,weka.classifiers.rules.JRip -- -F 3 -N 2.0 -O 2 -S 1,rules
26,70,Supervised Classification,26,0.93071,"weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ""weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 1.0""",functions
29,58,Supervised Classification,29,0.778261,weka.classifiers.bayes.NaiveBayes,Bayes
54,62,Supervised Classification,55,0.787097,weka.classifiers.trees.DecisionStump,trees
24,57,Supervised Classification,24,0.985229,weka.classifiers.rules.OneR -- -B 6,rules
43,57,Supervised Classification,44,0.783525,weka.classifiers.rules.OneR -- -B 6,rules
9,59,Supervised Classification,9,0.746341,weka.classifiers.rules.JRip -- -F 3 -N 2.0 -O 2 -S 1,rules
47,65,Supervised Classification,48,0.615894,weka.classifiers.trees.RandomForest -- -I 10 -K 0 -S 1 -num-slots 1,trees
58,70,Supervised Classification,60,0.8644,"weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ""weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 1.0""",functions
31,66,Supervised Classification,31,0.709,"weka.classifiers.lazy.IBk -- -K 1 -W 0 -A ""weka.core.neighboursearch.LinearNNSearch -A \""weka.core.EuclideanDistance -R first-last\""""",Lazy
23,57,Supervised Classification,23,0.479294,weka.classifiers.rules.OneR -- -B 6,rules
58,58,Supervised Classification,60,0.7996,weka.classifiers.bayes.NaiveBayes,Bayes
34,58,Supervised Classification,34,0.7,weka.classifiers.bayes.NaiveBayes,Bayes
6,60,Supervised Classification,6,0.87795,weka.classifiers.trees.J48 -- -C 0.25 -M 2,trees
3,62,Supervised Classification,3,0.660513,weka.classifiers.trees.DecisionStump,trees
24,74,Supervised Classification,24,1,weka.classifiers.functions.Logistic -- -R 1.0E-8 -M -1,functions
53,60,Supervised Classification,54,0.70331,weka.classifiers.trees.J48 -- -C 0.25 -M 2,trees
36,70,Supervised Classification,36,0.927706,"weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ""weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 1.0""",functions
3,61,Supervised Classification,3,0.9903,weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0,trees
32,60,Supervised Classification,32,0.965793,weka.classifiers.trees.J48 -- -C 0.25 -M 2,trees
12,60,Supervised Classification,12,0.8895,weka.classifiers.trees.J48 -- -C 0.25 -M 2,trees
57,57,Supervised Classification,59,0.823362,weka.classifiers.rules.OneR -- -B 6,rules
54,61,Supervised Classification,55,0.787097,weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0,trees
10,74,Supervised Classification,10,0.804054,weka.classifiers.functions.Logistic -- -R 1.0E-8 -M -1,functions
50,67,Supervised Classification,51,0.85034,weka.classifiers.bayes.BayesNet -- -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5,Bayes
11,63,Supervised Classification,11,0.9072,weka.classifiers.trees.HoeffdingTree -- -L 2 -S 1 -E 1.0E-7 -H 0.05 -M 0.01 -G 200.0 -N 0.0,trees
29,62,Supervised Classification,29,0.855072,weka.classifiers.trees.DecisionStump,trees
51,62,Supervised Classification,52,0.6,weka.classifiers.trees.DecisionStump,trees
59,56,Supervised Classification,61,0.333333,weka.classifiers.rules.ZeroR,rules
11,61,Supervised Classification,11,0.7744,weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0,trees
7,59,Supervised Classification,7,0.747788,weka.classifiers.rules.JRip -- -F 3 -N 2.0 -O 2 -S 1,rules
1,59,Supervised Classification,1,0.98441,weka.classifiers.rules.JRip -- -F 3 -N 2.0 -O 2 -S 1,rules
57,63,Supervised Classification,59,0.883191,weka.classifiers.trees.HoeffdingTree -- -L 2 -S 1 -E 1.0E-7 -H 0.05 -M 0.01 -G 200.0 -N 0.0,trees
40,67,Supervised Classification,41,0.696262,weka.classifiers.bayes.BayesNet -- -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5,Bayes
32,70,Supervised Classification,32,0.979894,"weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ""weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 1.0""",functions
21,61,Supervised Classification,21,0.884838,weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0,trees
55,56,Supervised Classification,56,0.613793,weka.classifiers.rules.ZeroR,rules
47,76,Supervised Classification,48,0.582781,weka.classifiers.meta.Bagging -- -P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0,meta
3,67,Supervised Classification,3,0.874218,weka.classifiers.bayes.BayesNet -- -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5,Bayes
41,70,Supervised Classification,42,0.93265,"weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ""weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 1.0""",functions
22,57,Supervised Classification,22,0.269,weka.classifiers.rules.OneR -- -B 6,rules
48,72,Supervised Classification,49,0.834983,"weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ""weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 0.01""",functions
38,74,Supervised Classification,39,0.854167,weka.classifiers.functions.Logistic -- -R 1.0E-8 -M -1,functions
40,57,Supervised Classification,41,0.528037,weka.classifiers.rules.OneR -- -B 6,rules
13,59,Supervised Classification,13,0.716783,weka.classifiers.rules.JRip -- -F 3 -N 2.0 -O 2 -S 1,rules
10,65,Supervised Classification,10,0.851351,weka.classifiers.trees.RandomForest -- -I 10 -K 0 -S 1 -num-slots 1,trees
58,59,Supervised Classification,60,0.7954,weka.classifiers.rules.JRip -- -F 3 -N 2.0 -O 2 -S 1,rules
31,56,Supervised Classification,31,0.7,weka.classifiers.rules.ZeroR,rules
51,75,Supervised Classification,52,0.5,weka.classifiers.meta.AdaBoostM1 -- -P 100 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump,meta
27,60,Supervised Classification,27,0.853261,weka.classifiers.trees.J48 -- -C 0.25 -M 2,trees
58,66,Supervised Classification,60,0.7324,"weka.classifiers.lazy.IBk -- -K 1 -W 0 -A ""weka.core.neighboursearch.LinearNNSearch -A \""weka.core.EuclideanDistance -R first-last\""""",Lazy
4,66,Supervised Classification,4,0.842105,"weka.classifiers.lazy.IBk -- -K 1 -W 0 -A ""weka.core.neighboursearch.LinearNNSearch -A \""weka.core.EuclideanDistance -R first-last\""""",Lazy
36,64,Supervised Classification,36,0.95974,weka.classifiers.trees.RandomTree -- -K 0 -M 1.0 -S 1,trees
29,66,Supervised Classification,29,0.813043,"weka.classifiers.lazy.IBk -- -K 1 -W 0 -A ""weka.core.neighboursearch.LinearNNSearch -A \""weka.core.EuclideanDistance -R first-last\""""",Lazy
35,77,Supervised Classification,35,0.972678,weka.classifiers.meta.LogitBoost -- -P 100 -F 0 -R 1 -L -1.7976931348623157E308 -H 1.0 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump,meta
53,57,Supervised Classification,54,0.522459,weka.classifiers.rules.OneR -- -B 6,rules
14,72,Supervised Classification,14,0.777,"weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ""weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 0.01""",functions
41,59,Supervised Classification,42,0.918009,weka.classifiers.rules.JRip -- -F 3 -N 2.0 -O 2 -S 1,rules
50,76,Supervised Classification,51,0.802721,weka.classifiers.meta.Bagging -- -P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0,meta
57,66,Supervised Classification,59,0.860399,"weka.classifiers.lazy.IBk -- -K 1 -W 0 -A ""weka.core.neighboursearch.LinearNNSearch -A \""weka.core.EuclideanDistance -R first-last\""""",Lazy
34,75,Supervised Classification,34,0.7,weka.classifiers.meta.AdaBoostM1 -- -P 100 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump,meta
13,57,Supervised Classification,13,0.674825,weka.classifiers.rules.OneR -- -B 6,rules
32,65,Supervised Classification,32,0.988082,weka.classifiers.trees.RandomForest -- -I 10 -K 0 -S 1 -num-slots 1,trees
36,72,Supervised Classification,36,0.818615,"weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ""weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 0.01""",functions
31,58,Supervised Classification,31,0.753,weka.classifiers.bayes.NaiveBayes,Bayes
6,65,Supervised Classification,6,0.9407,weka.classifiers.trees.RandomForest -- -I 10 -K 0 -S 1 -num-slots 1,trees
16,56,Supervised Classification,16,0.1,weka.classifiers.rules.ZeroR,rules
9,67,Supervised Classification,9,0.658537,weka.classifiers.bayes.BayesNet -- -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5,Bayes
54,74,Supervised Classification,55,0.83871,weka.classifiers.functions.Logistic -- -R 1.0E-8 -M -1,functions
30,61,Supervised Classification,30,0.966015,weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0,trees
49,61,Supervised Classification,50,0.796451,weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0,trees
16,59,Supervised Classification,16,0.808,weka.classifiers.rules.JRip -- -F 3 -N 2.0 -O 2 -S 1,rules
12,67,Supervised Classification,12,0.9335,weka.classifiers.bayes.BayesNet -- -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5,Bayes
31,60,Supervised Classification,31,0.709,weka.classifiers.trees.J48 -- -C 0.25 -M 2,trees
52,76,Supervised Classification,53,0.781481,weka.classifiers.meta.Bagging -- -P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0,meta
10,67,Supervised Classification,10,0.858108,weka.classifiers.bayes.BayesNet -- -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5,Bayes
51,61,Supervised Classification,52,0,weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0,trees
20,67,Supervised Classification,20,0.9375,weka.classifiers.bayes.BayesNet -- -D -Q weka.classifiers.bayes.net.search.local.K2 -- -P 1 -S BAYES -E weka.classifiers.bayes.net.estimate.SimpleEstimator -- -A 0.5,Bayes
48,59,Supervised Classification,49,0.788779,weka.classifiers.rules.JRip -- -F 3 -N 2.0 -O 2 -S 1,rules
9,70,Supervised Classification,9,0.692683,"weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ""weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 1.0""",functions
58,56,Supervised Classification,60,0.3384,weka.classifiers.rules.ZeroR,rules
28,75,Supervised Classification,28,0.197509,weka.classifiers.meta.AdaBoostM1 -- -P 100 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump,meta
55,65,Supervised Classification,56,0.963218,weka.classifiers.trees.RandomForest -- -I 10 -K 0 -S 1 -num-slots 1,trees
41,66,Supervised Classification,42,0.910688,"weka.classifiers.lazy.IBk -- -K 1 -W 0 -A ""weka.core.neighboursearch.LinearNNSearch -A \""weka.core.EuclideanDistance -R first-last\""""",Lazy
20,75,Supervised Classification,20,0.193,weka.classifiers.meta.AdaBoostM1 -- -P 100 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump,meta
24,76,Supervised Classification,24,1,weka.classifiers.meta.Bagging -- -P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0,meta
32,56,Supervised Classification,32,0.103712,weka.classifiers.rules.ZeroR,rules
52,60,Supervised Classification,53,0.785185,weka.classifiers.trees.J48 -- -C 0.25 -M 2,trees
29,59,Supervised Classification,29,0.865217,weka.classifiers.rules.JRip -- -F 3 -N 2.0 -O 2 -S 1,rules
57,64,Supervised Classification,59,0.877493,weka.classifiers.trees.RandomTree -- -K 0 -M 1.0 -S 1,trees
43,77,Supervised Classification,44,0.919583,weka.classifiers.meta.LogitBoost -- -P 100 -F 0 -R 1 -L -1.7976931348623157E308 -H 1.0 -S 1 -I 10 -W weka.classifiers.trees.DecisionStump,meta
39,65,Supervised Classification,40,0.75,weka.classifiers.trees.RandomForest -- -I 10 -K 0 -S 1 -num-slots 1,trees
13,64,Supervised Classification,13,0.674825,weka.classifiers.trees.RandomTree -- -K 0 -M 1.0 -S 1,trees
26,60,Supervised Classification,26,0.971296,weka.classifiers.trees.J48 -- -C 0.25 -M 2,trees
42,66,Supervised Classification,43,0.679739,"weka.classifiers.lazy.IBk -- -K 1 -W 0 -A ""weka.core.neighboursearch.LinearNNSearch -A \""weka.core.EuclideanDistance -R first-last\""""",Lazy
54,72,Supervised Classification,55,0.793548,"weka.classifiers.functions.SMO -- -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ""weka.classifiers.functions.supportVector.RBFKernel -C 250007 -G 0.01""",functions
30,76,Supervised Classification,30,0.972227,weka.classifiers.meta.Bagging -- -P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0,meta
14,74,Supervised Classification,14,0.742,weka.classifiers.functions.Logistic -- -R 1.0E-8 -M -1,functions
5,74,Supervised Classification,5,0.530973,weka.classifiers.functions.Logistic -- -R 1.0E-8 -M -1,functions
2,64,Supervised Classification,2,0.92539,weka.classifiers.trees.RandomTree -- -K 0 -M 1.0 -S 1,trees
26,57,Supervised Classification,26,0.709722,weka.classifiers.rules.OneR -- -B 6,rules
