task_id,flow_id,task_type,dataset_id,predictive_accuracy,setup_string,flow_class
2218,87,Supervised Data Stream Classification,51,0.962585,meta.OzaBoostAdwin,meta
2183,82,Supervised Data Stream Classification,15,0.957082,meta.LeveragingBag -l lazy.kNN,meta
2176,98,Supervised Data Stream Classification,8,0.878261,functions.SPegasos,functions
2226,86,Supervised Data Stream Classification,60,0.8112,meta.OzaBoost,meta
2235,108,Supervised Data Stream Classification,168,0.497041,"meta.WEKAClassifier -l (weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ""weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 1.0"")",meta
2251,96,Supervised Data Stream Classification,188,0.392663,functions.NoChange,functions
2171,84,Supervised Data Stream Classification,3,0.949312,meta.OzaBag,meta
2220,97,Supervised Data Stream Classification,53,0.544444,functions.MajorityClass,functions
2215,83,Supervised Data Stream Classification,48,0.470199,meta.LeveragingBag,meta
2176,106,Supervised Data Stream Classification,8,0.42029,meta.WEKAClassifier -l (weka.classifiers.functions.LinearRegression -S 0 -R 1.0E-8),meta
2235,90,Supervised Data Stream Classification,168,0.497041,rules.Perceptron,rules
2176,83,Supervised Data Stream Classification,8,0.637681,meta.LeveragingBag,meta
2233,80,Supervised Data Stream Classification,166,0.443548,trees.HoeffdingTree,trees
2157,101,Supervised Data Stream Classification,261,0.657008,meta.WEKAClassifier -l (weka.classifiers.trees.REPTree -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0),meta
2217,87,Supervised Data Stream Classification,50,0.341336,meta.OzaBoostAdwin,meta
2210,82,Supervised Data Stream Classification,43,0.735294,meta.LeveragingBag -l lazy.kNN,meta
2217,95,Supervised Data Stream Classification,50,0.652401,trees.RandomHoeffdingTree,trees
2217,79,Supervised Data Stream Classification,50,0.652401,functions.SGD,functions
2221,96,Supervised Data Stream Classification,54,0.257683,functions.NoChange,functions
2178,108,Supervised Data Stream Classification,10,0.013514,"meta.WEKAClassifier -l (weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ""weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 1.0"")",meta
2218,108,Supervised Data Stream Classification,51,0.639456,"meta.WEKAClassifier -l (weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ""weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 1.0"")",meta
2234,85,Supervised Data Stream Classification,167,0.467593,meta.OzaBagAdwin,meta
2215,90,Supervised Data Stream Classification,48,0.324503,rules.Perceptron,rules
2183,96,Supervised Data Stream Classification,15,0.632332,functions.NoChange,functions
2218,93,Supervised Data Stream Classification,51,0.639456,trees.FIMTDD,trees
2207,83,Supervised Data Stream Classification,40,0.721154,meta.LeveragingBag,meta
2239,98,Supervised Data Stream Classification,172,0.8,functions.SPegasos,functions
2251,82,Supervised Data Stream Classification,188,0.483696,meta.LeveragingBag -l lazy.kNN,meta
2220,90,Supervised Data Stream Classification,53,0.555556,rules.Perceptron,rules
2239,99,Supervised Data Stream Classification,172,0.933333,meta.WEKAClassifier -l (weka.classifiers.trees.J48 -C 0.25 -M 2),meta
2239,105,Supervised Data Stream Classification,172,0.933333,meta.WEKAClassifier -l weka.classifiers.bayes.NaiveBayes,meta
2207,78,Supervised Data Stream Classification,40,0.721154,bayes.NaiveBayes,Bayes
2251,91,Supervised Data Stream Classification,188,0.346467,rules.RuleClassifier,rules
2226,103,Supervised Data Stream Classification,60,0.4872,meta.WEKAClassifier -l (weka.classifiers.rules.OneR -B 6),meta
2176,93,Supervised Data Stream Classification,8,0.42029,trees.FIMTDD,trees
2235,83,Supervised Data Stream Classification,168,0.426036,meta.LeveragingBag,meta
2232,81,Supervised Data Stream Classification,165,0.5,lazy.kNN,Lazy
2178,105,Supervised Data Stream Classification,10,0.013514,meta.WEKAClassifier -l weka.classifiers.bayes.NaiveBayes,meta
2182,103,Supervised Data Stream Classification,14,0.1,meta.WEKAClassifier -l (weka.classifiers.rules.OneR -B 6),meta
2235,103,Supervised Data Stream Classification,168,0.497041,meta.WEKAClassifier -l (weka.classifiers.rules.OneR -B 6),meta
2200,99,Supervised Data Stream Classification,32,0.809589,meta.WEKAClassifier -l (weka.classifiers.trees.J48 -C 0.25 -M 2),meta
2219,97,Supervised Data Stream Classification,52,0.5,functions.MajorityClass,functions
2220,81,Supervised Data Stream Classification,53,0.792593,lazy.kNN,Lazy
2177,87,Supervised Data Stream Classification,9,0.395122,meta.OzaBoostAdwin,meta
2202,106,Supervised Data Stream Classification,34,0.711111,meta.WEKAClassifier -l (weka.classifiers.functions.LinearRegression -S 0 -R 1.0E-8),meta
2239,103,Supervised Data Stream Classification,172,0.933333,meta.WEKAClassifier -l (weka.classifiers.rules.OneR -B 6),meta
2222,85,Supervised Data Stream Classification,55,0.8,meta.OzaBagAdwin,meta
2239,82,Supervised Data Stream Classification,172,0.866667,meta.LeveragingBag -l lazy.kNN,meta
2216,94,Supervised Data Stream Classification,49,0.831683,trees.HoeffdingAdaptiveTree,trees
2234,97,Supervised Data Stream Classification,167,0.5,functions.MajorityClass,functions
2197,92,Supervised Data Stream Classification,29,0.801449,trees.ASHoeffdingTree,trees
2182,84,Supervised Data Stream Classification,14,0.777,meta.OzaBag,meta
2230,99,Supervised Data Stream Classification,163,0.28125,meta.WEKAClassifier -l (weka.classifiers.trees.J48 -C 0.25 -M 2),meta
2215,94,Supervised Data Stream Classification,48,0.463576,trees.HoeffdingAdaptiveTree,trees
2222,80,Supervised Data Stream Classification,55,0.8,trees.HoeffdingTree,trees
2202,91,Supervised Data Stream Classification,34,0.7,rules.RuleClassifier,rules
2228,81,Supervised Data Stream Classification,62,0.722772,lazy.kNN,Lazy
2183,108,Supervised Data Stream Classification,15,0.655222,"meta.WEKAClassifier -l (weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ""weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 1.0"")",meta
2230,82,Supervised Data Stream Classification,163,0.71875,meta.LeveragingBag -l lazy.kNN,meta
2217,92,Supervised Data Stream Classification,50,0.724426,trees.ASHoeffdingTree,trees
2197,108,Supervised Data Stream Classification,29,0.444928,"meta.WEKAClassifier -l (weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ""weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 1.0"")",meta
2230,83,Supervised Data Stream Classification,163,0.75,meta.LeveragingBag,meta
2222,81,Supervised Data Stream Classification,55,0.8,lazy.kNN,Lazy
2227,101,Supervised Data Stream Classification,61,0.333333,meta.WEKAClassifier -l (weka.classifiers.trees.REPTree -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0),meta
2218,91,Supervised Data Stream Classification,51,0.639456,rules.RuleClassifier,rules
2218,82,Supervised Data Stream Classification,51,0.857143,meta.LeveragingBag -l lazy.kNN,meta
2232,98,Supervised Data Stream Classification,165,0.009259,functions.SPegasos,functions
2207,108,Supervised Data Stream Classification,40,0.466346,"meta.WEKAClassifier -l (weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ""weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 1.0"")",meta
2200,97,Supervised Data Stream Classification,32,0.092613,functions.MajorityClass,functions
2200,92,Supervised Data Stream Classification,32,0.870997,trees.ASHoeffdingTree,trees
2217,90,Supervised Data Stream Classification,50,0.346555,rules.Perceptron,rules
2216,84,Supervised Data Stream Classification,49,0.811881,meta.OzaBag,meta
2228,101,Supervised Data Stream Classification,62,0.405941,meta.WEKAClassifier -l (weka.classifiers.trees.REPTree -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0),meta
2182,80,Supervised Data Stream Classification,14,0.8015,trees.HoeffdingTree,trees
2237,92,Supervised Data Stream Classification,170,0.418033,trees.ASHoeffdingTree,trees
2222,90,Supervised Data Stream Classification,55,0.206452,rules.Perceptron,rules
2207,99,Supervised Data Stream Classification,40,0.466346,meta.WEKAClassifier -l (weka.classifiers.trees.J48 -C 0.25 -M 2),meta
2234,98,Supervised Data Stream Classification,167,0.011574,functions.SPegasos,functions
2217,83,Supervised Data Stream Classification,50,0.989562,meta.LeveragingBag,meta
2176,82,Supervised Data Stream Classification,8,0.571014,meta.LeveragingBag -l lazy.kNN,meta
2216,82,Supervised Data Stream Classification,49,0.79868,meta.LeveragingBag -l lazy.kNN,meta
2216,93,Supervised Data Stream Classification,49,0.544554,trees.FIMTDD,trees
2157,86,Supervised Data Stream Classification,261,0.832815,meta.OzaBoost,meta
2234,96,Supervised Data Stream Classification,167,0.002315,functions.NoChange,functions
2234,84,Supervised Data Stream Classification,167,0.467593,meta.OzaBag,meta
2199,80,Supervised Data Stream Classification,31,0.731,trees.HoeffdingTree,trees
2222,84,Supervised Data Stream Classification,55,0.8,meta.OzaBag,meta
2239,96,Supervised Data Stream Classification,172,0.866667,functions.NoChange,functions
2205,82,Supervised Data Stream Classification,37,0.705729,meta.LeveragingBag -l lazy.kNN,meta
2182,94,Supervised Data Stream Classification,14,0.796,trees.HoeffdingAdaptiveTree,trees
2197,85,Supervised Data Stream Classification,29,0.808696,meta.OzaBagAdwin,meta
2234,79,Supervised Data Stream Classification,167,0.148148,functions.SGD,functions
2235,85,Supervised Data Stream Classification,168,0.461538,meta.OzaBagAdwin,meta
2235,101,Supervised Data Stream Classification,168,0.497041,meta.WEKAClassifier -l (weka.classifiers.trees.REPTree -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0),meta
2219,91,Supervised Data Stream Classification,52,0.5,rules.RuleClassifier,rules
2183,79,Supervised Data Stream Classification,15,0.373391,functions.SGD,functions
2202,94,Supervised Data Stream Classification,34,0.633333,trees.HoeffdingAdaptiveTree,trees
2205,106,Supervised Data Stream Classification,37,0.651042,meta.WEKAClassifier -l (weka.classifiers.functions.LinearRegression -S 0 -R 1.0E-8),meta
2230,94,Supervised Data Stream Classification,163,0.65625,trees.HoeffdingAdaptiveTree,trees
2171,82,Supervised Data Stream Classification,3,0.891114,meta.LeveragingBag -l lazy.kNN,meta
2230,86,Supervised Data Stream Classification,163,0.40625,meta.OzaBoost,meta
2232,90,Supervised Data Stream Classification,165,0.5,rules.Perceptron,rules
2237,99,Supervised Data Stream Classification,170,0.483607,meta.WEKAClassifier -l (weka.classifiers.trees.J48 -C 0.25 -M 2),meta
2239,86,Supervised Data Stream Classification,172,0.933333,meta.OzaBoost,meta
2220,83,Supervised Data Stream Classification,53,0.82963,meta.LeveragingBag,meta
2210,98,Supervised Data Stream Classification,43,0.784314,functions.SPegasos,functions
2183,94,Supervised Data Stream Classification,15,0.961373,trees.HoeffdingAdaptiveTree,trees
2234,87,Supervised Data Stream Classification,167,0.449074,meta.OzaBoostAdwin,meta
2218,105,Supervised Data Stream Classification,51,0.639456,meta.WEKAClassifier -l weka.classifiers.bayes.NaiveBayes,meta
2237,85,Supervised Data Stream Classification,170,0.418033,meta.OzaBagAdwin,meta
2171,85,Supervised Data Stream Classification,3,0.97184,meta.OzaBagAdwin,meta
2171,97,Supervised Data Stream Classification,3,0.522215,functions.MajorityClass,functions
2217,106,Supervised Data Stream Classification,50,0.346555,meta.WEKAClassifier -l (weka.classifiers.functions.LinearRegression -S 0 -R 1.0E-8),meta
2171,103,Supervised Data Stream Classification,3,0.56164,meta.WEKAClassifier -l (weka.classifiers.rules.OneR -B 6),meta
2251,93,Supervised Data Stream Classification,188,0.237772,trees.FIMTDD,trees
2228,93,Supervised Data Stream Classification,62,0.405941,trees.FIMTDD,trees
2223,86,Supervised Data Stream Classification,56,0.935632,meta.OzaBoost,meta
2216,79,Supervised Data Stream Classification,49,0.561056,functions.SGD,functions
2179,78,Supervised Data Stream Classification,11,0.8112,bayes.NaiveBayes,Bayes
2243,103,Supervised Data Stream Classification,176,0.675,meta.WEKAClassifier -l (weka.classifiers.rules.OneR -B 6),meta
2237,80,Supervised Data Stream Classification,170,0.418033,trees.HoeffdingTree,trees
2217,105,Supervised Data Stream Classification,50,0.346555,meta.WEKAClassifier -l weka.classifiers.bayes.NaiveBayes,meta
2197,93,Supervised Data Stream Classification,29,0.444928,trees.FIMTDD,trees
2212,103,Supervised Data Stream Classification,45,0.5,meta.WEKAClassifier -l (weka.classifiers.rules.OneR -B 6),meta
2212,99,Supervised Data Stream Classification,45,0.5,meta.WEKAClassifier -l (weka.classifiers.trees.J48 -C 0.25 -M 2),meta
2182,99,Supervised Data Stream Classification,14,0.1,meta.WEKAClassifier -l (weka.classifiers.trees.J48 -C 0.25 -M 2),meta
2205,80,Supervised Data Stream Classification,37,0.729167,trees.HoeffdingTree,trees
2210,79,Supervised Data Stream Classification,43,0.728758,functions.SGD,functions
2182,105,Supervised Data Stream Classification,14,0.1,meta.WEKAClassifier -l weka.classifiers.bayes.NaiveBayes,meta
2237,84,Supervised Data Stream Classification,170,0.418033,meta.OzaBag,meta
2243,92,Supervised Data Stream Classification,176,0.7,trees.ASHoeffdingTree,trees
2171,101,Supervised Data Stream Classification,3,0.610451,meta.WEKAClassifier -l (weka.classifiers.trees.REPTree -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0),meta
2179,82,Supervised Data Stream Classification,11,0.8624,meta.LeveragingBag -l lazy.kNN,meta
2240,105,Supervised Data Stream Classification,173,0.978328,meta.WEKAClassifier -l weka.classifiers.bayes.NaiveBayes,meta
2183,87,Supervised Data Stream Classification,15,0.957082,meta.OzaBoostAdwin,meta
2172,105,Supervised Data Stream Classification,4,0.350877,meta.WEKAClassifier -l weka.classifiers.bayes.NaiveBayes,meta
2206,83,Supervised Data Stream Classification,39,0.857143,meta.LeveragingBag,meta
2202,105,Supervised Data Stream Classification,34,0.711111,meta.WEKAClassifier -l weka.classifiers.bayes.NaiveBayes,meta
2216,81,Supervised Data Stream Classification,49,0.79538,lazy.kNN,Lazy
2250,83,Supervised Data Stream Classification,186,0.800971,meta.LeveragingBag,meta
2233,86,Supervised Data Stream Classification,166,0.419355,meta.OzaBoost,meta
2219,96,Supervised Data Stream Classification,52,0.9,functions.NoChange,functions
2216,103,Supervised Data Stream Classification,49,0.544554,meta.WEKAClassifier -l (weka.classifiers.rules.OneR -B 6),meta
2231,108,Supervised Data Stream Classification,164,0.254717,"meta.WEKAClassifier -l (weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ""weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 1.0"")",meta
2200,90,Supervised Data Stream Classification,32,0.103985,rules.Perceptron,rules
2206,94,Supervised Data Stream Classification,39,0.803571,trees.HoeffdingAdaptiveTree,trees
2172,80,Supervised Data Stream Classification,4,0.701754,trees.HoeffdingTree,trees
2210,91,Supervised Data Stream Classification,43,0.735294,rules.RuleClassifier,rules
2179,83,Supervised Data Stream Classification,11,0.808,meta.LeveragingBag,meta
2243,105,Supervised Data Stream Classification,176,0.675,meta.WEKAClassifier -l weka.classifiers.bayes.NaiveBayes,meta
2237,93,Supervised Data Stream Classification,170,0.483607,trees.FIMTDD,trees
2206,108,Supervised Data Stream Classification,39,0.425595,"meta.WEKAClassifier -l (weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ""weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 1.0"")",meta
2215,99,Supervised Data Stream Classification,48,0.324503,meta.WEKAClassifier -l (weka.classifiers.trees.J48 -C 0.25 -M 2),meta
2219,101,Supervised Data Stream Classification,52,0.5,meta.WEKAClassifier -l (weka.classifiers.trees.REPTree -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0),meta
2172,85,Supervised Data Stream Classification,4,0.666667,meta.OzaBagAdwin,meta
2237,86,Supervised Data Stream Classification,170,0.459016,meta.OzaBoost,meta
2179,93,Supervised Data Stream Classification,11,0.4608,trees.FIMTDD,trees
2202,85,Supervised Data Stream Classification,34,0.655556,meta.OzaBagAdwin,meta
2240,80,Supervised Data Stream Classification,173,0.972136,trees.HoeffdingTree,trees
2199,94,Supervised Data Stream Classification,31,0.74,trees.HoeffdingAdaptiveTree,trees
2210,90,Supervised Data Stream Classification,43,0.735294,rules.Perceptron,rules
2212,95,Supervised Data Stream Classification,45,0.571429,trees.RandomHoeffdingTree,trees
2206,80,Supervised Data Stream Classification,39,0.8125,trees.HoeffdingTree,trees
2183,90,Supervised Data Stream Classification,15,0.655222,rules.Perceptron,rules
2230,97,Supervised Data Stream Classification,163,0.6875,functions.MajorityClass,functions
2243,82,Supervised Data Stream Classification,176,0.7,meta.LeveragingBag -l lazy.kNN,meta
2239,106,Supervised Data Stream Classification,172,0.933333,meta.WEKAClassifier -l (weka.classifiers.functions.LinearRegression -S 0 -R 1.0E-8),meta
2203,103,Supervised Data Stream Classification,35,0.306011,meta.WEKAClassifier -l (weka.classifiers.rules.OneR -B 6),meta
2243,79,Supervised Data Stream Classification,176,0.6,functions.SGD,functions
2183,80,Supervised Data Stream Classification,15,0.958512,trees.HoeffdingTree,trees
2177,85,Supervised Data Stream Classification,9,0.468293,meta.OzaBagAdwin,meta
2217,78,Supervised Data Stream Classification,50,0.724426,bayes.NaiveBayes,Bayes
2206,97,Supervised Data Stream Classification,39,0.425595,functions.MajorityClass,functions
2240,95,Supervised Data Stream Classification,173,0.978328,trees.RandomHoeffdingTree,trees
2227,91,Supervised Data Stream Classification,61,0.333333,rules.RuleClassifier,rules
2230,78,Supervised Data Stream Classification,163,0.625,bayes.NaiveBayes,Bayes
2179,85,Supervised Data Stream Classification,11,0.8112,meta.OzaBagAdwin,meta
2178,78,Supervised Data Stream Classification,10,0.763514,bayes.NaiveBayes,Bayes
2228,105,Supervised Data Stream Classification,62,0.405941,meta.WEKAClassifier -l weka.classifiers.bayes.NaiveBayes,meta
2251,98,Supervised Data Stream Classification,188,0.271739,functions.SPegasos,functions
2218,95,Supervised Data Stream Classification,51,0.673469,trees.RandomHoeffdingTree,trees
2206,92,Supervised Data Stream Classification,39,0.8125,trees.ASHoeffdingTree,trees
2205,94,Supervised Data Stream Classification,37,0.727865,trees.HoeffdingAdaptiveTree,trees
2239,83,Supervised Data Stream Classification,172,0.933333,meta.LeveragingBag,meta
2203,91,Supervised Data Stream Classification,35,0.259563,rules.RuleClassifier,rules
2176,85,Supervised Data Stream Classification,8,0.568116,meta.OzaBagAdwin,meta
2250,84,Supervised Data Stream Classification,186,0.798544,meta.OzaBag,meta
2222,99,Supervised Data Stream Classification,55,0.206452,meta.WEKAClassifier -l (weka.classifiers.trees.J48 -C 0.25 -M 2),meta
2240,91,Supervised Data Stream Classification,173,0.978328,rules.RuleClassifier,rules
2230,81,Supervised Data Stream Classification,163,0.71875,lazy.kNN,Lazy
2197,98,Supervised Data Stream Classification,29,0.881159,functions.SPegasos,functions
2230,105,Supervised Data Stream Classification,163,0.28125,meta.WEKAClassifier -l weka.classifiers.bayes.NaiveBayes,meta
2205,79,Supervised Data Stream Classification,37,0.5625,functions.SGD,functions
2176,90,Supervised Data Stream Classification,8,0.42029,rules.Perceptron,rules
2216,101,Supervised Data Stream Classification,49,0.544554,meta.WEKAClassifier -l (weka.classifiers.trees.REPTree -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0),meta
2230,108,Supervised Data Stream Classification,163,0.28125,"meta.WEKAClassifier -l (weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ""weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 1.0"")",meta
2171,83,Supervised Data Stream Classification,3,0.98811,meta.LeveragingBag,meta
2179,101,Supervised Data Stream Classification,11,0.4608,meta.WEKAClassifier -l (weka.classifiers.trees.REPTree -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0),meta
2197,103,Supervised Data Stream Classification,29,0.444928,meta.WEKAClassifier -l (weka.classifiers.rules.OneR -B 6),meta
2171,78,Supervised Data Stream Classification,3,0.841677,bayes.NaiveBayes,Bayes
2179,98,Supervised Data Stream Classification,11,0.3152,functions.SPegasos,functions
2240,94,Supervised Data Stream Classification,173,0.972136,trees.HoeffdingAdaptiveTree,trees
2206,105,Supervised Data Stream Classification,39,0.425595,meta.WEKAClassifier -l weka.classifiers.bayes.NaiveBayes,meta
2206,93,Supervised Data Stream Classification,39,0.425595,trees.FIMTDD,trees
2237,81,Supervised Data Stream Classification,170,0.483607,lazy.kNN,Lazy
2222,108,Supervised Data Stream Classification,55,0.206452,"meta.WEKAClassifier -l (weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ""weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 1.0"")",meta
2171,79,Supervised Data Stream Classification,3,0.644243,functions.SGD,functions
2183,81,Supervised Data Stream Classification,15,0.958512,lazy.kNN,Lazy
2233,99,Supervised Data Stream Classification,166,0.451613,meta.WEKAClassifier -l (weka.classifiers.trees.J48 -C 0.25 -M 2),meta
2216,98,Supervised Data Stream Classification,49,0.537954,functions.SPegasos,functions
2210,97,Supervised Data Stream Classification,43,0.735294,functions.MajorityClass,functions
2243,99,Supervised Data Stream Classification,176,0.675,meta.WEKAClassifier -l (weka.classifiers.trees.J48 -C 0.25 -M 2),meta
2250,86,Supervised Data Stream Classification,186,0.793689,meta.OzaBoost,meta
2201,95,Supervised Data Stream Classification,33,0.598148,trees.RandomHoeffdingTree,trees
2242,87,Supervised Data Stream Classification,175,0.700535,meta.OzaBoostAdwin,meta
2252,85,Supervised Data Stream Classification,251,0.976096,meta.OzaBagAdwin,meta
2206,96,Supervised Data Stream Classification,39,0.979167,functions.NoChange,functions
2214,93,Supervised Data Stream Classification,47,0.386364,trees.FIMTDD,trees
2195,82,Supervised Data Stream Classification,27,0.80163,meta.LeveragingBag -l lazy.kNN,meta
2174,86,Supervised Data Stream Classification,6,0.6347,meta.OzaBoost,meta
2172,90,Supervised Data Stream Classification,4,0.350877,rules.Perceptron,rules
2244,108,Supervised Data Stream Classification,179,0.83031,"meta.WEKAClassifier -l (weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ""weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 1.0"")",meta
2203,83,Supervised Data Stream Classification,35,0.928962,meta.LeveragingBag,meta
2220,86,Supervised Data Stream Classification,53,0.8,meta.OzaBoost,meta
2252,95,Supervised Data Stream Classification,251,0.948687,trees.RandomHoeffdingTree,trees
2230,106,Supervised Data Stream Classification,163,0.28125,meta.WEKAClassifier -l (weka.classifiers.functions.LinearRegression -S 0 -R 1.0E-8),meta
2242,86,Supervised Data Stream Classification,175,0.700535,meta.OzaBoost,meta
2205,95,Supervised Data Stream Classification,37,0.666667,trees.RandomHoeffdingTree,trees
2220,87,Supervised Data Stream Classification,53,0.8,meta.OzaBoostAdwin,meta
2216,95,Supervised Data Stream Classification,49,0.580858,trees.RandomHoeffdingTree,trees
2246,108,Supervised Data Stream Classification,182,0.75832,"meta.WEKAClassifier -l (weka.classifiers.functions.SMO -C 1.0 -L 0.001 -P 1.0E-12 -N 0 -V -1 -W 1 -K ""weka.classifiers.functions.supportVector.PolyKernel -C 250007 -E 1.0"")",meta
2252,79,Supervised Data Stream Classification,251,0.871183,functions.SGD,functions
2175,86,Supervised Data Stream Classification,7,0.557522,meta.OzaBoost,meta
2201,105,Supervised Data Stream Classification,33,0.422222,meta.WEKAClassifier -l weka.classifiers.bayes.NaiveBayes,meta
2213,97,Supervised Data Stream Classification,46,0.518182,functions.MajorityClass,functions
2241,80,Supervised Data Stream Classification,174,0.993433,trees.HoeffdingTree,trees
2167,78,Supervised Data Stream Classification,271,0.846139,bayes.NaiveBayes,Bayes
2175,93,Supervised Data Stream Classification,7,0.004425,trees.FIMTDD,trees
2182,95,Supervised Data Stream Classification,14,0.38,trees.RandomHoeffdingTree,trees
2212,96,Supervised Data Stream Classification,45,0.607143,functions.NoChange,functions
2180,97,Supervised Data Stream Classification,12,0.1,functions.MajorityClass,functions
2245,105,Supervised Data Stream Classification,181,0.369272,meta.WEKAClassifier -l weka.classifiers.bayes.NaiveBayes,meta
2244,92,Supervised Data Stream Classification,179,0.843352,trees.ASHoeffdingTree,trees
2155,98,Supervised Data Stream Classification,259,0.779834,functions.SPegasos,functions
2171,86,Supervised Data Stream Classification,3,0.981227,meta.OzaBoost,meta
2195,106,Supervised Data Stream Classification,27,0.630435,meta.WEKAClassifier -l (weka.classifiers.functions.LinearRegression -S 0 -R 1.0E-8),meta
2162,85,Supervised Data Stream Classification,266,0.88212,meta.OzaBagAdwin,meta
2209,99,Supervised Data Stream Classification,42,0.029283,meta.WEKAClassifier -l (weka.classifiers.trees.J48 -C 0.25 -M 2),meta
2186,85,Supervised Data Stream Classification,18,0.8705,meta.OzaBagAdwin,meta
2188,90,Supervised Data Stream Classification,20,0.1,rules.Perceptron,rules
2242,98,Supervised Data Stream Classification,175,0.57754,functions.SPegasos,functions
2160,92,Supervised Data Stream Classification,264,0.800186,trees.ASHoeffdingTree,trees
2177,81,Supervised Data Stream Classification,9,0.453659,lazy.kNN,Lazy
2237,101,Supervised Data Stream Classification,170,0.483607,meta.WEKAClassifier -l (weka.classifiers.trees.REPTree -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0),meta
2204,82,Supervised Data Stream Classification,36,0.902165,meta.LeveragingBag -l lazy.kNN,meta
2154,79,Supervised Data Stream Classification,258,0.650218,functions.SGD,functions
2244,93,Supervised Data Stream Classification,179,0.239282,trees.FIMTDD,trees
2196,94,Supervised Data Stream Classification,28,0.883096,trees.HoeffdingAdaptiveTree,trees
2155,94,Supervised Data Stream Classification,259,0.902965,trees.HoeffdingAdaptiveTree,trees
2202,103,Supervised Data Stream Classification,34,0.711111,meta.WEKAClassifier -l (weka.classifiers.rules.OneR -B 6),meta
2242,93,Supervised Data Stream Classification,175,0.550802,trees.FIMTDD,trees
2234,83,Supervised Data Stream Classification,167,0.50463,meta.LeveragingBag,meta
2233,93,Supervised Data Stream Classification,166,0.451613,trees.FIMTDD,trees
2210,80,Supervised Data Stream Classification,43,0.72549,trees.HoeffdingTree,trees
2212,78,Supervised Data Stream Classification,45,0.607143,bayes.NaiveBayes,Bayes
2237,83,Supervised Data Stream Classification,170,0.401639,meta.LeveragingBag,meta
2222,106,Supervised Data Stream Classification,55,0.206452,meta.WEKAClassifier -l (weka.classifiers.functions.LinearRegression -S 0 -R 1.0E-8),meta
2207,80,Supervised Data Stream Classification,40,0.721154,trees.HoeffdingTree,trees
2183,101,Supervised Data Stream Classification,15,0.655222,meta.WEKAClassifier -l (weka.classifiers.trees.REPTree -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0),meta
2177,98,Supervised Data Stream Classification,9,0.014634,functions.SPegasos,functions
2210,87,Supervised Data Stream Classification,43,0.656863,meta.OzaBoostAdwin,meta
2226,96,Supervised Data Stream Classification,60,0.332,functions.NoChange,functions
2225,84,Supervised Data Stream Classification,59,0.763533,meta.OzaBag,meta
2225,106,Supervised Data Stream Classification,59,0.358974,meta.WEKAClassifier -l (weka.classifiers.functions.LinearRegression -S 0 -R 1.0E-8),meta
2189,78,Supervised Data Stream Classification,21,0.820023,bayes.NaiveBayes,Bayes
2209,94,Supervised Data Stream Classification,42,0.894583,trees.HoeffdingAdaptiveTree,trees
2214,101,Supervised Data Stream Classification,47,0.386364,meta.WEKAClassifier -l (weka.classifiers.trees.REPTree -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0),meta
