task_id,flow_id,task_type,dataset_id,predictive_accuracy
2200,94,Supervised Data Stream Classification,32,0.882915
2172,98,Supervised Data Stream Classification,4,0.736842
2236,101,Supervised Data Stream Classification,169,0.5
2172,81,Supervised Data Stream Classification,4,0.807018
2234,103,Supervised Data Stream Classification,167,0.5
2232,91,Supervised Data Stream Classification,165,0.5
2193,81,Supervised Data Stream Classification,25,0.625
2250,108,Supervised Data Stream Classification,186,0.771845
2172,78,Supervised Data Stream Classification,4,0.719298
2172,96,Supervised Data Stream Classification,4,0.736842
2223,93,Supervised Data Stream Classification,56,0.613793
2212,86,Supervised Data Stream Classification,45,0.785714
2203,84,Supervised Data Stream Classification,35,0.885246
2189,105,Supervised Data Stream Classification,21,0.76794
2250,87,Supervised Data Stream Classification,186,0.849515
2196,92,Supervised Data Stream Classification,28,0.881317
2196,91,Supervised Data Stream Classification,28,0.180961
2212,80,Supervised Data Stream Classification,45,0.607143
2183,92,Supervised Data Stream Classification,15,0.958512
2240,78,Supervised Data Stream Classification,173,0.910217
2227,96,Supervised Data Stream Classification,61,0.986667
2216,97,Supervised Data Stream Classification,49,0.541254
2172,83,Supervised Data Stream Classification,4,0.719298
2230,85,Supervised Data Stream Classification,163,0.65625
2206,99,Supervised Data Stream Classification,39,0.425595
2240,79,Supervised Data Stream Classification,173,0.978328
2197,86,Supervised Data Stream Classification,29,0.884058
2220,84,Supervised Data Stream Classification,53,0.796296
2250,92,Supervised Data Stream Classification,186,0.798544
2228,94,Supervised Data Stream Classification,62,0.871287
2209,80,Supervised Data Stream Classification,42,0.896047
2189,93,Supervised Data Stream Classification,21,0.700231
2171,80,Supervised Data Stream Classification,3,0.964018
2217,84,Supervised Data Stream Classification,50,0.720251
2193,80,Supervised Data Stream Classification,25,0.638587
2177,79,Supervised Data Stream Classification,9,0.014634
2236,96,Supervised Data Stream Classification,169,0.002315
2243,84,Supervised Data Stream Classification,176,0.675
2189,80,Supervised Data Stream Classification,21,0.820023
2220,85,Supervised Data Stream Classification,53,0.796296
2172,91,Supervised Data Stream Classification,4,0.631579
2218,83,Supervised Data Stream Classification,51,0.877551
2199,81,Supervised Data Stream Classification,31,0.715
2207,101,Supervised Data Stream Classification,40,0.466346
2191,105,Supervised Data Stream Classification,23,0.437882
2250,91,Supervised Data Stream Classification,186,0.771845
2212,101,Supervised Data Stream Classification,45,0.5
2236,97,Supervised Data Stream Classification,169,0.5
2214,98,Supervised Data Stream Classification,47,0.424242
2193,97,Supervised Data Stream Classification,25,0.663043
2228,103,Supervised Data Stream Classification,62,0.405941
2236,78,Supervised Data Stream Classification,169,0.5
2217,99,Supervised Data Stream Classification,50,0.346555
2193,82,Supervised Data Stream Classification,25,0.622283
2176,91,Supervised Data Stream Classification,8,0.556522
2209,86,Supervised Data Stream Classification,42,0.868228
2172,99,Supervised Data Stream Classification,4,0.350877
2230,84,Supervised Data Stream Classification,163,0.65625
2234,90,Supervised Data Stream Classification,167,0.5
2237,103,Supervised Data Stream Classification,170,0.483607
2193,87,Supervised Data Stream Classification,25,0.706522
2245,86,Supervised Data Stream Classification,181,0.498652
2250,97,Supervised Data Stream Classification,186,0.771845
2245,92,Supervised Data Stream Classification,181,0.466981
2189,82,Supervised Data Stream Classification,21,0.788773
2173,101,Supervised Data Stream Classification,5,0.542035
2192,79,Supervised Data Stream Classification,24,0.864106
2196,103,Supervised Data Stream Classification,28,0.226157
2236,90,Supervised Data Stream Classification,169,0.5
2192,86,Supervised Data Stream Classification,24,0.996677
2245,108,Supervised Data Stream Classification,181,0.365229
2214,94,Supervised Data Stream Classification,47,0.560606
2234,93,Supervised Data Stream Classification,167,0.5
2172,94,Supervised Data Stream Classification,4,0.614035
2214,97,Supervised Data Stream Classification,47,0.295455
2212,105,Supervised Data Stream Classification,45,0.5
2245,91,Supervised Data Stream Classification,181,0.306604
2230,87,Supervised Data Stream Classification,163,0.40625
2205,103,Supervised Data Stream Classification,37,0.651042
2214,90,Supervised Data Stream Classification,47,0.386364
2193,106,Supervised Data Stream Classification,25,0.663043
2226,81,Supervised Data Stream Classification,60,0.7934
2176,96,Supervised Data Stream Classification,8,0.878261
2179,99,Supervised Data Stream Classification,11,0.4608
2196,97,Supervised Data Stream Classification,28,0.076157
2207,87,Supervised Data Stream Classification,40,0.865385
2249,96,Supervised Data Stream Classification,185,0.829851
2186,97,Supervised Data Stream Classification,18,0.1
2213,92,Supervised Data Stream Classification,46,0.966771
2216,91,Supervised Data Stream Classification,49,0.541254
2197,96,Supervised Data Stream Classification,29,0.978261
2191,96,Supervised Data Stream Classification,23,0.996606
2243,86,Supervised Data Stream Classification,176,0.6875
2171,106,Supervised Data Stream Classification,3,0.522215
2191,82,Supervised Data Stream Classification,23,0.693822
2250,98,Supervised Data Stream Classification,186,0.917476
2196,81,Supervised Data Stream Classification,28,0.953915
2249,106,Supervised Data Stream Classification,185,0.906716
2236,87,Supervised Data Stream Classification,169,0.439815
2249,103,Supervised Data Stream Classification,185,0.906716
2214,92,Supervised Data Stream Classification,47,0.613636
2193,103,Supervised Data Stream Classification,25,0.663043
2186,79,Supervised Data Stream Classification,18,0.1995
2192,87,Supervised Data Stream Classification,24,0.972058
2212,91,Supervised Data Stream Classification,45,0.5
2192,90,Supervised Data Stream Classification,24,0.517971
2205,91,Supervised Data Stream Classification,37,0.638021
2219,87,Supervised Data Stream Classification,52,0.6
2245,83,Supervised Data Stream Classification,181,0.498652
2179,106,Supervised Data Stream Classification,11,0.4608
2193,78,Supervised Data Stream Classification,25,0.668478
2213,105,Supervised Data Stream Classification,46,0.421003
2191,78,Supervised Data Stream Classification,23,0.54854
2179,96,Supervised Data Stream Classification,11,0.696
2191,101,Supervised Data Stream Classification,23,0.453496
2183,85,Supervised Data Stream Classification,15,0.962804
2183,106,Supervised Data Stream Classification,15,0.655222
2186,80,Supervised Data Stream Classification,18,0.7325
2249,82,Supervised Data Stream Classification,185,0.920896
2241,99,Supervised Data Stream Classification,174,0.99531
2175,95,Supervised Data Stream Classification,7,0.261062
2216,96,Supervised Data Stream Classification,49,0.537954
2178,80,Supervised Data Stream Classification,10,0.756757
2235,105,Supervised Data Stream Classification,168,0.497041
2175,106,Supervised Data Stream Classification,7,0.004425
2186,96,Supervised Data Stream Classification,18,0.9955
2240,90,Supervised Data Stream Classification,173,0.978328
2212,97,Supervised Data Stream Classification,45,0.5
2216,86,Supervised Data Stream Classification,49,0.815182
2176,84,Supervised Data Stream Classification,8,0.568116
2196,85,Supervised Data Stream Classification,28,0.881317
2196,87,Supervised Data Stream Classification,28,0.894128
2227,87,Supervised Data Stream Classification,61,0.946667
2192,97,Supervised Data Stream Classification,24,0.517848
2234,106,Supervised Data Stream Classification,167,0.5
2206,86,Supervised Data Stream Classification,39,0.845238
2186,103,Supervised Data Stream Classification,18,0.1
2192,83,Supervised Data Stream Classification,24,0.997907
2191,108,Supervised Data Stream Classification,23,0.432451
2243,106,Supervised Data Stream Classification,176,0.675
2245,87,Supervised Data Stream Classification,181,0.495957
2205,81,Supervised Data Stream Classification,37,0.701823
2245,82,Supervised Data Stream Classification,181,0.561321
2175,84,Supervised Data Stream Classification,7,0.584071
2191,86,Supervised Data Stream Classification,23,0.827563
2206,106,Supervised Data Stream Classification,39,0.425595
2183,78,Supervised Data Stream Classification,15,0.958512
2241,92,Supervised Data Stream Classification,174,0.993433
2203,90,Supervised Data Stream Classification,35,0.306011
2177,78,Supervised Data Stream Classification,9,0.487805
2191,98,Supervised Data Stream Classification,23,0.577733
2210,84,Supervised Data Stream Classification,43,0.728758
2192,91,Supervised Data Stream Classification,24,0.756401
2235,97,Supervised Data Stream Classification,168,0.426036
2186,106,Supervised Data Stream Classification,18,0.1
2216,85,Supervised Data Stream Classification,49,0.811881
2218,90,Supervised Data Stream Classification,51,0.639456
2236,95,Supervised Data Stream Classification,169,0.5
2243,101,Supervised Data Stream Classification,176,0.675
2241,96,Supervised Data Stream Classification,174,0.990619
2213,80,Supervised Data Stream Classification,46,0.966771
2178,95,Supervised Data Stream Classification,10,0.668919
2249,83,Supervised Data Stream Classification,185,0.907463
2213,96,Supervised Data Stream Classification,46,0.999373
2242,80,Supervised Data Stream Classification,175,0.71123
2214,105,Supervised Data Stream Classification,47,0.386364
2242,90,Supervised Data Stream Classification,175,0.550802
2237,90,Supervised Data Stream Classification,170,0.483607
2205,92,Supervised Data Stream Classification,37,0.729167
2230,92,Supervised Data Stream Classification,163,0.65625
2241,108,Supervised Data Stream Classification,174,0.99531
2207,106,Supervised Data Stream Classification,40,0.466346
2217,81,Supervised Data Stream Classification,50,0.818372
2191,106,Supervised Data Stream Classification,23,0.42702
2201,84,Supervised Data Stream Classification,33,0.67963
2242,81,Supervised Data Stream Classification,175,0.684492
2241,87,Supervised Data Stream Classification,174,0.991557
2214,79,Supervised Data Stream Classification,47,0.386364
2172,87,Supervised Data Stream Classification,4,0.596491
2206,101,Supervised Data Stream Classification,39,0.425595
2201,103,Supervised Data Stream Classification,33,0.422222
2242,83,Supervised Data Stream Classification,175,0.705882
2251,97,Supervised Data Stream Classification,188,0.288043
2202,86,Supervised Data Stream Classification,34,0.644444
2179,105,Supervised Data Stream Classification,11,0.4608
2201,106,Supervised Data Stream Classification,33,0.422222
2252,101,Supervised Data Stream Classification,251,0.948687
2186,93,Supervised Data Stream Classification,18,0.1
2188,85,Supervised Data Stream Classification,20,0.951
2237,106,Supervised Data Stream Classification,170,0.483607
2223,78,Supervised Data Stream Classification,56,0.894253
2245,79,Supervised Data Stream Classification,181,0.289084
2236,82,Supervised Data Stream Classification,169,0.412037
2169,90,Supervised Data Stream Classification,1,0.008909
2209,84,Supervised Data Stream Classification,42,0.884334
2215,79,Supervised Data Stream Classification,48,0.337748
2212,84,Supervised Data Stream Classification,45,0.535714
2169,85,Supervised Data Stream Classification,1,0.759465
2193,94,Supervised Data Stream Classification,25,0.665761
2192,101,Supervised Data Stream Classification,24,0.536928
2250,101,Supervised Data Stream Classification,186,0.771845
2207,97,Supervised Data Stream Classification,40,0.528846
2184,98,Supervised Data Stream Classification,16,0.1395
2249,92,Supervised Data Stream Classification,185,0.904478
2176,78,Supervised Data Stream Classification,8,0.521739
2183,98,Supervised Data Stream Classification,15,0.801144
2189,81,Supervised Data Stream Classification,21,0.783565
2175,85,Supervised Data Stream Classification,7,0.584071
2252,90,Supervised Data Stream Classification,251,0.655896
2169,83,Supervised Data Stream Classification,1,0.759465
2236,93,Supervised Data Stream Classification,169,0.5
2206,78,Supervised Data Stream Classification,39,0.8125
2175,78,Supervised Data Stream Classification,7,0.460177
2233,82,Supervised Data Stream Classification,166,0.491935
2249,97,Supervised Data Stream Classification,185,0.90597
2209,108,Supervised Data Stream Classification,42,0.029283
2249,86,Supervised Data Stream Classification,185,0.903731
2252,92,Supervised Data Stream Classification,251,0.969847
2188,93,Supervised Data Stream Classification,20,0.1
2223,91,Supervised Data Stream Classification,56,0.611494
2177,82,Supervised Data Stream Classification,9,0.44878
2192,94,Supervised Data Stream Classification,24,0.977967
2213,86,Supervised Data Stream Classification,46,0.473354
2214,84,Supervised Data Stream Classification,47,0.583333
2237,96,Supervised Data Stream Classification,170,0.401639
2214,87,Supervised Data Stream Classification,47,0.598485
2222,78,Supervised Data Stream Classification,55,0.806452
2169,108,Supervised Data Stream Classification,1,0.008909
2214,78,Supervised Data Stream Classification,47,0.613636
2189,97,Supervised Data Stream Classification,21,0.700231
2242,95,Supervised Data Stream Classification,175,0.566845
2218,101,Supervised Data Stream Classification,51,0.639456
2178,97,Supervised Data Stream Classification,10,0.540541
2241,93,Supervised Data Stream Classification,174,0.99531
2236,105,Supervised Data Stream Classification,169,0.5
2230,80,Supervised Data Stream Classification,163,0.65625
2201,78,Supervised Data Stream Classification,33,0.690741
2197,78,Supervised Data Stream Classification,29,0.804348
2213,93,Supervised Data Stream Classification,46,0.240439
2224,103,Supervised Data Stream Classification,58,0.090909
2241,98,Supervised Data Stream Classification,174,0.99531
2191,91,Supervised Data Stream Classification,23,0.647658
2172,86,Supervised Data Stream Classification,4,0.596491
2202,82,Supervised Data Stream Classification,34,0.688889
2229,85,Supervised Data Stream Classification,137,0.740639
2193,96,Supervised Data Stream Classification,25,0.51087
2174,97,Supervised Data Stream Classification,6,0.03505
2242,92,Supervised Data Stream Classification,175,0.71123
2209,90,Supervised Data Stream Classification,42,0.029283
2186,91,Supervised Data Stream Classification,18,0.1
2179,103,Supervised Data Stream Classification,11,0.4608
2201,101,Supervised Data Stream Classification,33,0.422222
2209,78,Supervised Data Stream Classification,42,0.896047
2200,101,Supervised Data Stream Classification,32,0.779931
2250,80,Supervised Data Stream Classification,186,0.798544
2179,97,Supervised Data Stream Classification,11,0.4576
2213,95,Supervised Data Stream Classification,46,0.560188
2224,90,Supervised Data Stream Classification,58,0.090909
2242,96,Supervised Data Stream Classification,175,0.572193
2209,81,Supervised Data Stream Classification,42,0.682284
2173,80,Supervised Data Stream Classification,5,0.54646
2242,97,Supervised Data Stream Classification,175,0.534759
2241,78,Supervised Data Stream Classification,174,0.946529
2213,90,Supervised Data Stream Classification,46,0.240439
2172,103,Supervised Data Stream Classification,4,0.350877
2224,85,Supervised Data Stream Classification,58,0.584848
2214,103,Supervised Data Stream Classification,47,0.386364
2201,99,Supervised Data Stream Classification,33,0.422222
2237,87,Supervised Data Stream Classification,170,0.459016
2200,95,Supervised Data Stream Classification,32,0.576783
2213,78,Supervised Data Stream Classification,46,0.949843
2241,95,Supervised Data Stream Classification,174,0.994371
2242,79,Supervised Data Stream Classification,175,0.572193
2239,84,Supervised Data Stream Classification,172,0.933333
2173,105,Supervised Data Stream Classification,5,0.542035
2213,101,Supervised Data Stream Classification,46,0.240439
2229,78,Supervised Data Stream Classification,137,0.716507
2209,82,Supervised Data Stream Classification,42,0.682284
2212,108,Supervised Data Stream Classification,45,0.5
2213,85,Supervised Data Stream Classification,46,0.977743
2241,103,Supervised Data Stream Classification,174,0.99531
2201,90,Supervised Data Stream Classification,33,0.422222
2209,97,Supervised Data Stream Classification,42,0.131772
2175,79,Supervised Data Stream Classification,7,0.004425
2223,90,Supervised Data Stream Classification,56,0.613793
2209,105,Supervised Data Stream Classification,42,0.029283
2232,84,Supervised Data Stream Classification,165,0.388889
2175,90,Supervised Data Stream Classification,7,0.004425
2183,91,Supervised Data Stream Classification,15,0.652361
2252,108,Supervised Data Stream Classification,251,0.97005
2215,95,Supervised Data Stream Classification,48,0.384106
2191,80,Supervised Data Stream Classification,23,0.54854
2252,94,Supervised Data Stream Classification,251,0.971041
2224,98,Supervised Data Stream Classification,58,0.019192
2243,78,Supervised Data Stream Classification,176,0.7
2200,105,Supervised Data Stream Classification,32,0.786299
2186,86,Supervised Data Stream Classification,18,0.7665
2200,79,Supervised Data Stream Classification,32,0.192322
2177,93,Supervised Data Stream Classification,9,0
2224,82,Supervised Data Stream Classification,58,0.364646
2173,82,Supervised Data Stream Classification,5,0.55531
2201,96,Supervised Data Stream Classification,33,0.811111
2181,105,Supervised Data Stream Classification,13,0.702797
2212,106,Supervised Data Stream Classification,45,0.5
2174,93,Supervised Data Stream Classification,6,0.03945
2181,90,Supervised Data Stream Classification,13,0.702797
2173,90,Supervised Data Stream Classification,5,0.542035
2227,79,Supervised Data Stream Classification,61,0.42
2251,84,Supervised Data Stream Classification,188,0.516304
2228,96,Supervised Data Stream Classification,62,0.356436
2183,95,Supervised Data Stream Classification,15,0.922747
2169,98,Supervised Data Stream Classification,1,0.109131
2186,87,Supervised Data Stream Classification,18,0.8785
2229,108,Supervised Data Stream Classification,137,0.692069
2230,79,Supervised Data Stream Classification,163,0.6875
2213,82,Supervised Data Stream Classification,46,0.855486
2183,93,Supervised Data Stream Classification,15,0.655222
2211,80,Supervised Data Stream Classification,44,0.916975
2209,83,Supervised Data Stream Classification,42,0.838946
2181,92,Supervised Data Stream Classification,13,0.713287
2229,96,Supervised Data Stream Classification,137,0.53851
2169,84,Supervised Data Stream Classification,1,0.759465
2229,98,Supervised Data Stream Classification,137,0.571762
2242,99,Supervised Data Stream Classification,175,0.550802
2252,106,Supervised Data Stream Classification,251,0.655896
2211,105,Supervised Data Stream Classification,44,0.248207
2244,106,Supervised Data Stream Classification,179,0.239282
2229,106,Supervised Data Stream Classification,137,0.347102
2252,80,Supervised Data Stream Classification,251,0.969847
2174,105,Supervised Data Stream Classification,6,0.5689
2183,84,Supervised Data Stream Classification,15,0.962804
2244,98,Supervised Data Stream Classification,179,0.634413
2211,90,Supervised Data Stream Classification,44,0.605955
2174,78,Supervised Data Stream Classification,6,0.6346
2244,84,Supervised Data Stream Classification,179,0.847058
2244,103,Supervised Data Stream Classification,179,0.78496
2210,85,Supervised Data Stream Classification,43,0.728758
2211,96,Supervised Data Stream Classification,44,0.999565
2186,92,Supervised Data Stream Classification,18,0.7325
2244,99,Supervised Data Stream Classification,179,0.820462
2196,105,Supervised Data Stream Classification,28,0.748932
2209,103,Supervised Data Stream Classification,42,0.029283
2200,106,Supervised Data Stream Classification,32,0.103985
2174,96,Supervised Data Stream Classification,6,0.0409
2241,86,Supervised Data Stream Classification,174,0.991557
2229,105,Supervised Data Stream Classification,137,0.708606
2196,106,Supervised Data Stream Classification,28,0.098577
2193,92,Supervised Data Stream Classification,25,0.638587
2186,94,Supervised Data Stream Classification,18,0.736
2244,105,Supervised Data Stream Classification,179,0.812559
2181,79,Supervised Data Stream Classification,13,0.688811
2196,83,Supervised Data Stream Classification,28,0.883096
2173,86,Supervised Data Stream Classification,5,0.568584
2169,106,Supervised Data Stream Classification,1,0.008909
2219,83,Supervised Data Stream Classification,52,0.7
2210,93,Supervised Data Stream Classification,43,0.735294
2206,103,Supervised Data Stream Classification,39,0.425595
2214,86,Supervised Data Stream Classification,47,0.598485
2191,97,Supervised Data Stream Classification,23,0.42702
2248,97,Supervised Data Stream Classification,184,0.16214
2229,79,Supervised Data Stream Classification,137,0.652873
2193,91,Supervised Data Stream Classification,25,0.663043
2201,97,Supervised Data Stream Classification,33,0.575926
2237,105,Supervised Data Stream Classification,170,0.483607
2205,99,Supervised Data Stream Classification,37,0.651042
2230,91,Supervised Data Stream Classification,163,0.6875
2186,108,Supervised Data Stream Classification,18,0.1
2193,90,Supervised Data Stream Classification,25,0.663043
2237,82,Supervised Data Stream Classification,170,0.47541
2228,85,Supervised Data Stream Classification,62,0.841584
2196,108,Supervised Data Stream Classification,28,0.802491
2174,91,Supervised Data Stream Classification,6,0.1105
2169,93,Supervised Data Stream Classification,1,0.008909
2216,92,Supervised Data Stream Classification,49,0.825083
2181,103,Supervised Data Stream Classification,13,0.702797
2204,90,Supervised Data Stream Classification,36,0.142857
2171,95,Supervised Data Stream Classification,3,0.558824
2200,108,Supervised Data Stream Classification,32,0.866448
2204,103,Supervised Data Stream Classification,36,0.40303
2169,96,Supervised Data Stream Classification,1,0.605791
2194,86,Supervised Data Stream Classification,26,0.955864
2171,96,Supervised Data Stream Classification,3,0.999061
2191,92,Supervised Data Stream Classification,23,0.54854
2192,84,Supervised Data Stream Classification,24,0.98449
2181,99,Supervised Data Stream Classification,13,0.702797
2241,97,Supervised Data Stream Classification,174,0.99531
2252,97,Supervised Data Stream Classification,251,0.65582
2201,92,Supervised Data Stream Classification,33,0.492593
2181,95,Supervised Data Stream Classification,13,0.685315
2241,101,Supervised Data Stream Classification,174,0.99531
2209,96,Supervised Data Stream Classification,42,0.945827
2191,87,Supervised Data Stream Classification,23,0.85947
2229,86,Supervised Data Stream Classification,137,0.744323
2169,78,Supervised Data Stream Classification,1,0.462138
2184,78,Supervised Data Stream Classification,16,0.922
2239,87,Supervised Data Stream Classification,172,0.933333
2250,79,Supervised Data Stream Classification,186,0.915049
2224,79,Supervised Data Stream Classification,58,0.090909
2192,95,Supervised Data Stream Classification,24,0.926637
2223,96,Supervised Data Stream Classification,56,0.574713
2191,85,Supervised Data Stream Classification,23,0.714189
2204,83,Supervised Data Stream Classification,36,0.782251
2191,95,Supervised Data Stream Classification,23,0.466395
2224,96,Supervised Data Stream Classification,58,0.00101
2215,108,Supervised Data Stream Classification,48,0.324503
2201,81,Supervised Data Stream Classification,33,0.65
2239,97,Supervised Data Stream Classification,172,0.866667
2173,85,Supervised Data Stream Classification,5,0.597345
2175,103,Supervised Data Stream Classification,7,0.004425
2186,95,Supervised Data Stream Classification,18,0.826
2196,78,Supervised Data Stream Classification,28,0.881317
2181,108,Supervised Data Stream Classification,13,0.702797
2216,78,Supervised Data Stream Classification,49,0.825083
2224,108,Supervised Data Stream Classification,58,0.090909
2247,80,Supervised Data Stream Classification,183,0.21786
2206,84,Supervised Data Stream Classification,39,0.803571
2211,86,Supervised Data Stream Classification,44,0.598131
2211,94,Supervised Data Stream Classification,44,0.953054
2204,95,Supervised Data Stream Classification,36,0.658874
2172,84,Supervised Data Stream Classification,4,0.666667
2181,87,Supervised Data Stream Classification,13,0.674825
2175,96,Supervised Data Stream Classification,7,0.323009
2241,84,Supervised Data Stream Classification,174,0.994371
2211,82,Supervised Data Stream Classification,44,0.96153
2219,95,Supervised Data Stream Classification,52,0.8
2224,94,Supervised Data Stream Classification,58,0.552525
2181,96,Supervised Data Stream Classification,13,0.566434
2191,81,Supervised Data Stream Classification,23,0.5241
2252,87,Supervised Data Stream Classification,251,0.97884
2171,94,Supervised Data Stream Classification,3,0.940238
2181,98,Supervised Data Stream Classification,13,0.56993
2209,91,Supervised Data Stream Classification,42,0.131772
2206,91,Supervised Data Stream Classification,39,0.425595
2181,106,Supervised Data Stream Classification,13,0.702797
2243,96,Supervised Data Stream Classification,176,0.575
2201,85,Supervised Data Stream Classification,33,0.685185
2224,92,Supervised Data Stream Classification,58,0.565657
2235,79,Supervised Data Stream Classification,168,0.443787
2240,99,Supervised Data Stream Classification,173,0.978328
2179,90,Supervised Data Stream Classification,11,0.4608
2203,97,Supervised Data Stream Classification,35,0.259563
2175,83,Supervised Data Stream Classification,7,0.60177
2204,101,Supervised Data Stream Classification,36,0.583983
2181,84,Supervised Data Stream Classification,13,0.688811
2179,87,Supervised Data Stream Classification,11,0.7872
2243,93,Supervised Data Stream Classification,176,0.675
2173,92,Supervised Data Stream Classification,5,0.54646
2204,79,Supervised Data Stream Classification,36,0.199134
2173,94,Supervised Data Stream Classification,5,0.559735
2230,90,Supervised Data Stream Classification,163,0.28125
2249,101,Supervised Data Stream Classification,185,0.906716
2170,85,Supervised Data Stream Classification,2,0.765033
2195,108,Supervised Data Stream Classification,27,0.630435
2206,87,Supervised Data Stream Classification,39,0.815476
2195,87,Supervised Data Stream Classification,27,0.763587
2181,81,Supervised Data Stream Classification,13,0.723776
2179,95,Supervised Data Stream Classification,11,0.64
2204,106,Supervised Data Stream Classification,36,0.142857
2177,101,Supervised Data Stream Classification,9,0
2174,92,Supervised Data Stream Classification,6,0.63455
2195,105,Supervised Data Stream Classification,27,0.630435
2241,81,Supervised Data Stream Classification,174,0.99531
2195,91,Supervised Data Stream Classification,27,0.616848
2213,81,Supervised Data Stream Classification,46,0.798433
2225,90,Supervised Data Stream Classification,59,0.358974
2190,105,Supervised Data Stream Classification,22,0.1
2249,81,Supervised Data Stream Classification,185,0.920896
2252,83,Supervised Data Stream Classification,251,0.979602
2190,80,Supervised Data Stream Classification,22,0.794
2218,79,Supervised Data Stream Classification,51,0.993197
2225,82,Supervised Data Stream Classification,59,0.780627
2174,81,Supervised Data Stream Classification,6,0.6213
2193,84,Supervised Data Stream Classification,25,0.673913
2195,92,Supervised Data Stream Classification,27,0.758152
2202,99,Supervised Data Stream Classification,34,0.711111
2225,79,Supervised Data Stream Classification,59,0.698006
2178,82,Supervised Data Stream Classification,10,0.75
2174,98,Supervised Data Stream Classification,6,0.0391
2195,93,Supervised Data Stream Classification,27,0.630435
2215,105,Supervised Data Stream Classification,48,0.324503
2242,101,Supervised Data Stream Classification,175,0.550802
2175,81,Supervised Data Stream Classification,7,0.464602
2191,93,Supervised Data Stream Classification,23,0.42702
2245,94,Supervised Data Stream Classification,181,0.466307
2214,83,Supervised Data Stream Classification,47,0.590909
2195,103,Supervised Data Stream Classification,27,0.630435
2195,79,Supervised Data Stream Classification,27,0.570652
2195,86,Supervised Data Stream Classification,27,0.766304
2195,81,Supervised Data Stream Classification,27,0.80163
2252,103,Supervised Data Stream Classification,251,0.905655
2248,90,Supervised Data Stream Classification,184,0.099658
2221,92,Supervised Data Stream Classification,54,0.413712
2175,87,Supervised Data Stream Classification,7,0.535398
2252,93,Supervised Data Stream Classification,251,0.655896
2195,96,Supervised Data Stream Classification,27,0.543478
2195,80,Supervised Data Stream Classification,27,0.758152
2171,92,Supervised Data Stream Classification,3,0.964018
2226,106,Supervised Data Stream Classification,60,0.3384
2221,84,Supervised Data Stream Classification,54,0.439716
2236,103,Supervised Data Stream Classification,169,0.5
2225,78,Supervised Data Stream Classification,59,0.77208
2245,90,Supervised Data Stream Classification,181,0.311995
2222,93,Supervised Data Stream Classification,55,0.206452
2250,81,Supervised Data Stream Classification,186,0.771845
2248,80,Supervised Data Stream Classification,184,0.469597
2174,90,Supervised Data Stream Classification,6,0.03945
2248,108,Supervised Data Stream Classification,184,0.099658
2174,84,Supervised Data Stream Classification,6,0.6333
2221,91,Supervised Data Stream Classification,54,0.237589
2199,101,Supervised Data Stream Classification,31,0.7
2229,91,Supervised Data Stream Classification,137,0.686049
2209,95,Supervised Data Stream Classification,42,0.591508
2241,83,Supervised Data Stream Classification,174,0.992495
2221,90,Supervised Data Stream Classification,54,0.250591
2221,83,Supervised Data Stream Classification,54,0.426714
2214,99,Supervised Data Stream Classification,47,0.386364
2225,95,Supervised Data Stream Classification,59,0.703704
2174,82,Supervised Data Stream Classification,6,0.6218
2252,78,Supervised Data Stream Classification,251,0.95486
2213,108,Supervised Data Stream Classification,46,0.394984
2245,93,Supervised Data Stream Classification,181,0.311995
2175,99,Supervised Data Stream Classification,7,0.004425
2225,94,Supervised Data Stream Classification,59,0.811966
2242,105,Supervised Data Stream Classification,175,0.550802
2204,105,Supervised Data Stream Classification,36,0.514286
2229,80,Supervised Data Stream Classification,137,0.73152
2229,103,Supervised Data Stream Classification,137,0.692069
2170,90,Supervised Data Stream Classification,2,0.008909
2174,87,Supervised Data Stream Classification,6,0.63465
2170,108,Supervised Data Stream Classification,2,0.008909
2188,97,Supervised Data Stream Classification,20,0.1
2180,90,Supervised Data Stream Classification,12,0.1
2188,98,Supervised Data Stream Classification,20,0.182
2188,87,Supervised Data Stream Classification,20,0.862
2188,108,Supervised Data Stream Classification,20,0.1
2175,108,Supervised Data Stream Classification,7,0.004425
2224,78,Supervised Data Stream Classification,58,0.565657
2244,95,Supervised Data Stream Classification,179,0.812948
2181,94,Supervised Data Stream Classification,13,0.706294
2244,86,Supervised Data Stream Classification,179,0.834343
2188,99,Supervised Data Stream Classification,20,0.1
2224,95,Supervised Data Stream Classification,58,0.30101
2204,87,Supervised Data Stream Classification,36,0.839394
2186,78,Supervised Data Stream Classification,18,0.7325
2244,91,Supervised Data Stream Classification,179,0.771815
2188,96,Supervised Data Stream Classification,20,0.9955
2224,80,Supervised Data Stream Classification,58,0.565657
2188,83,Supervised Data Stream Classification,20,0.947
2188,78,Supervised Data Stream Classification,20,0.9485
2229,83,Supervised Data Stream Classification,137,0.775288
2174,108,Supervised Data Stream Classification,6,0.629
2191,99,Supervised Data Stream Classification,23,0.439919
2188,79,Supervised Data Stream Classification,20,0.1965
2229,95,Supervised Data Stream Classification,137,0.686735
2242,84,Supervised Data Stream Classification,175,0.705882
2188,86,Supervised Data Stream Classification,20,0.845
2188,84,Supervised Data Stream Classification,20,0.9495
2174,106,Supervised Data Stream Classification,6,0.03945
2184,95,Supervised Data Stream Classification,16,0.7605
2189,84,Supervised Data Stream Classification,21,0.8125
2196,96,Supervised Data Stream Classification,28,0.092705
